R.N,CALL NO.,AUTHOR,TITLE,COPY RIGHT,LOCATION,
132,282.599092Ob62,Niall O'brien,Revolution from the Heart : the extraordinary record of a priest's life and work among the poor of the Philippine sugarlands foreword by the Rev. Theodore M. Hesburgh,1987,Filipiniana,
31,282.599Sch861,"John N. Schumacher, S.J.","REVOLUTIONARY CLERGY The Filipino Clergy and the Nationalist Movement, 1850-1903",1981,Filipiniana,
84,660W168,Thomas Walsh,RHE CATHOLIC ANTHOLOGY : The world's great catholic poetry,1993,REFERENCE (Library 2),
52,822.91D289,Gordon Daviot,RICHARD OF BORDEAUX ,1935,REFERENCE (Library 2),
142,264R511V,,RITE OF BAPTISM FOR CHILDREN,1969,THEOLOGY,
122,265.6R511,,RITE OF PENANCE,1975,THEOLOGY,
615,264.03R518,,RITUAL FOR PRIESTS ,1685,Filipiniana,
169,282.092Ed951,"Francis Edwards, S.J",ROBERT PERSONS : the biography of an Elizabeth Jesuit 1546-1610,,General Reference,
60,833.912W168,Robert Walser,ROBERT WALSER GESCHWISTER TANNER ROMAN,1986,REFERENCE (Library 2),
715,248.2D568,Hannibal M. Di Francia,ROGATIONIST ANTHOLOGFY,1985,SPIRITUALITY,
538,282.092H124,"SCOTT HAHN, KIMBERLY HAHN",ROME SWEET HOME: OUR JOURNEY TO CATHOLICISM,1993,Filipiniana,
202,271.53R664,prepared by Jesuit Guest Bureau,ROME: A JESUIT CITY TOO,n.d.,THEOLOGY,
8,242.74R712,,ROSARIUM VIRGINIS MARIAE (The rosary of the virgin mary) ,2002,PAPAL COLLECTION,
82,282.092 B290,,Rose Philippine Duchesne,n.d.,Filipiniana,
1,Sch161,Simon Schama,ROUGH CROSSINGS,2005,FICTION,
11,248.4C619c.1,JEAN CLÉMENCE,RYTHME ET STRUCTURE DU PROGRES SPIRITUEL D'APRES LES EXERCICES IGNATIENS,1982,SPECIAL COLLECTION,
12,248.4C619c.2,JEAN CLÉMENCE,RYTHME ET STRUCTURE DU PROGRES SPIRITUEL D'APRES LES EXERCICES IGNATIENS,1982,SPECIAL COLLECTION,
147,271.530092C823,"MAURIZIO COSTA, S.J.",S. IGNAZIO DI LOYOLA AUTOBIOGRAFIA,1991,SPECIAL COLLECTION,
136,    248.22J974,ANTONIO QUERALT - MANUEL RUIZ JURADO,S. TERESA D'AVILA E S. IGNACIO DI LOYOLA DUE SPIRITUALITÀ A CONFRONTO,1983,SPECIAL COLLECTION,
147,248.29M296,"William J. Malley, S.J.",S.T IGNATIUS OF LOYOLA : Exemplar for Christian Educators,1989,SPIRITUALITY,
332,242.2Sa11,RENATO L. PAREJA,SA PAANAN NG PANGINOON,2001,Filipiniana,
134,248.2N856,Henri J.M. Nouwen,SABBATICAL JOURNEY  : The diary of his final year ,1998,SPIRITUALITY,
69,253Sa142,,SACERDOTALIS CAELIBATUS : ENCYCLINAL LETTER OF HIS HOLINESS OPPE PAUL VI IN PRIESTLY CELIBACY,1967,PAPAL COLLECTION,
68,226.2007H237c.2,Luke Timothy Johnson,Sacra Pagina: The Gospel of  Matthew,1991,BIBLICAL STUDIES,
66,226.5077M738,"Francis J. Moloney, S.D.B.",Sacra Pagina: The Gospel of John ,1989,BIBLICAL STUDIES,
153,226.4066J630c.1,Luke Timothy Johnson,Sacra Pagina: The Gospel of Luke,1991,BIBLICAL STUDIES,
154,226.4066J630c.2,Luke Timothy Johnson,Sacra Pagina: The Gospel of Luke,1991,BIBLICAL STUDIES,
67,226.2007H237c.1,Luke Timothy Johnson,Sacra Pagina: The Gospel of Matthew,1991,BIBLICAL STUDIES,
94,239M459,George McCauley,SACRAMENTS FOR SECULAR MAN,1969,THEOLOGY,
51,203Sa148 v.5 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Five ( Philosophy to Salvation ),1970,General Reference,
57,203Sa148 v.5 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Five ( Philosophy to Salvation ),1970,General Reference,
52,203Sa148 v.4 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Four ( Matter to Phenomenology),1969,General Reference,
58,203Sa148 v.4 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Four ( Matter to Phenomenology),1969,General Reference,
55,203Sa148 v.1 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume One ( Absolute and Contingent to Constantinian Era),1968,General Reference,
61,203Sa148 v.1 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume One ( Absolute and Contingent to Constantinian Era),1968,General Reference,
50,203Sa148 v.6 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Six (  Scandal to Zionism),1970,General Reference,
56,203Sa148 v.6 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Six (  Scandal to Zionism),1970,General Reference,
53,203Sa148 v.3 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Three ( Habitus to Materialism ),1969,General Reference,
59,203Sa148 v.3 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Three ( Habitus to Materialism ),1969,General Reference,
54,203Sa148 v.2 c.1,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Two ( Contrition to Grace and Freedom),1968,General Reference,
60,203Sa148 v.2 c.2,"Karl Rahner, editor",SACRAMENTUM MUNDI: An Encyclopedia of Theology — Volume Two ( Contrition to Grace and Freedom),1968,General Reference,
6,264.23Sa149,,SACRED CONGREGATION FOR DIVINE WORSHIP DIRECTORY FOR MASSES WITH CHILDREN,,GEN-REF2,
79,269.2In784,,SACRED CONGREGATION FOR RELIGIOUS AND FOR SECULAR INSTITUTES : INSTRUCTION ON THE RENEWAL OF RELIGIOUS FORMATION,n.d.,Filipiniana,
190,261.83In784,,"Sacred Congregation for the Doctrine of the Fiath : INSTRUCTION ON CERTAIN ASPECTS OF THE "" THEOLOGY OF LIBERATION""",1984,THEOLOGY,
,,,SACRED SPACE THE PRAYER BOOK 2011 : Daily prayer from the irish jesuits (number of copies 13),2013,SPIRITUALITY Library 2 ,
,,,SACRED SPACE THE PRAYER BOOK 2012 : Daily prayer from the irish jesuits (number of copies 5),2011,SPIRITUALITY Library 2 ,
,,,SACRED SPACE THE PRAYER BOOK 2014 : Daily prayer from the irish jesuits (number of copies 20),2013,SPIRITUALITY Library 2 ,
105,069.3Sa151,,SADBERK HANIM MUSEUM,1995,GEN-REF2,
574,248.3D393c.1,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
575,248.3D393c.2,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
576,248.3D393c.3,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
577,248.3D393c.4,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
578,248.3D393c.5,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
579,248.3D393c.6,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
580,248.3D393c.7,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
581,248.3D393c.8,"Anthony de Mello, S.J.",SADHANA : A   way to God,1978,SPIRITUALITY,
,248.3D393c.9 - 14,"Anthony de Mello, S.J.",SADHANA : A   way to God  (number of copies 14),1978,SPIRITUALITY Library 2 (Duplicate copies),
195,282.0922Un27,Sigrid Undset,SAGA OF SAINTS,1934,SPIRITUALITY,
142,282.092T142,"Francis Xavier Talbot, S.J.",SAINT AMONG THE HURONS,1949,SPIRITUALITY,
610,242L329,Raymond E. F. Larson,SAINT AT PRAYER,1941,SPIRITUALITY,
161,282.092D370,Agnes De La Gorce,SAINT BENEDICT JOSEPH LABRE,1952,SPIRITUALITY,
647,271.3024B633,Leonardo Boff,SAINT FRANCIS : A model for human liberation ,1982,SPIRITUALITY,
128,255.5Sa221,Saint Ignatius of Loyola,SAINT IGNATIOUS OF LOYOLA : THE CONSTITUTIONS OF THE SOCIETY OF JESUS,1970,General Reference,
11,271.53H726,Christopher Hollis,Saint Ignatius,1931,SPIRITUALITY,
379,271.53092R129,Hugo Rahner  S.J,SAINT IGNATIUS LOYOLA : Letters to women,1960,SPIRITUALITY,
81,921W520,V. Sackville - West,SAINT JOAN OF ARC,1936,SPIRITUALITY,
407,271.62B279c.1,"A.M. Barry, R.S.C.J.",SAINT MADELEINE SOPHIE : Foundress of the society of the sacred heart,1959,SPIRITUALITY,
408,271.62B279c.2,"A.M. Barry, R.S.C.J.",SAINT MADELEINE SOPHIE : Foundress of the society of the sacred heart,1959,SPIRITUALITY,
907,289.3Sa221,"Leonard Foley, O.F.M.",SAINT OF THE DAY VOL. 2,1975,SPIRITUALITY,
46,704.94863G438,Rosa Giorgi,Saints and Their Symbols,2012,General Reference,
92,R952,P.E Ryan,Saints of agustine,2007,FICTION,
95,271.5302Sa221,Thomas M. Lucas,"SAINTS, SITE AND SACRED STRATEGY : IGNATIUS , ROME, AND JESUITS URBANISM",1990,General Reference,
64,231.6Sa391,,SALVIFIA DOLORS : APOSTOLIC LETTER OF HIS HOLINESS POPE JOHN PAUL II OF HUMAN SUFFERING,1986,PAPAL COLLECTION,
65,231.6Sa391,,SALVIFIA DOLORS : APOSTOLIC LETTER OF HIS HOLINESS POPE JOHN PAUL II OF HUMAN SUFFERING,1986,PAPAL COLLECTION,
127,  248.4V717,ALEJANDRO ROLDAN VILLER S.I.,SAN IGNACIO DE LOYOLA A LA LUZ DE LA TIPOLOGIA,1980,SPECIAL COLLECTION,
129,   248.4Sa51,,SAN IGNACIO DE LOYOLA A LA LUZ DE LA TIPOLOGIA,1980,SPECIAL COLLECTION,
39,248.4Sa51,,SAN IGNACIO DE LOYOLA OBRA COMPLETAS,1982,SPECIAL COLLECTION,
103, 271.53C139,"JOSÉ CALVERAS, S.J.",SAN IGNACIO EN MONTSERRAT Y MANRESA,1956,SPECIAL COLLECTION,
145,    248.4Sa559,,SANCTI IGNATII DE LOYOLA EXERCITIA SPRITUALIA,1969,SPECIAL COLLECTION,
803,248.4V26,Dom Hubert Van Zeller,SANCTITY IN OTHER WORDS : A representation for beginners,,SPIRITUALITY,
1,,Hueber Verlag,SCHRITTE 5 INTERNATIONAL,2007,SPECIAL COLLECTION LIB 2,
239,261.55Sci271,"Murray Rae, editor",Science and Theology : Questions at the interface,2003,THEOLOGY,
101,503Sci271,,SCIENCE ENCYCLOPEDIA,2004,GEN-REF2,
43,L585,C.S Lewis,SCREWTAPE PROPOSES A TOAST AND OTHER PIECES,1959-1965,FICTION,
18,232.91H124,"Scott Hahn, editor",SCRIPTURE AND THE MYSTERY OF THE MOTHER OF GOD : catholic for a reason II,2006,SPIRITUALITY,
168,226G136c.1,"John Gallen , S.J",SCRIPTURE SERVICES,1963,THEOLOGY,
169,226G136c.2,"John Gallen , S.J",SCRIPTURE SERVICES,1963,THEOLOGY,
,226G136c.3 - 5,"John Gallen , S.J",SCRIPTURE SERVICES (number of copies 6),1963,THEOLOGY (duplicate copies),
53,822K847,Jules Koslow,SEAN O' CASEY THE MAN AND HIS PLAYS,1966,REFERENCE (Library 2),
334,271.73024H222,Richard P. Hardy,SEARCH FOR NOTHING THE LIFE OF JOHN OF THE CROSS,1982,SPIRITUALITY,
468,248.34B793,"Timothy Brosnahan, S.J.",SEARCHLIGHTING OURSELVES,1949,SPIRITUALITY,
172,262.52Se242c.1,,"Second Plenary Council of the Philippines ( January 20 - February 17, 1991) DECREES",1992,Filipiniana,
173,262.52Se242c.2,,"Second Plenary Council of the Philippines ( January 20 - February 17, 1991) DECREES",1992,Filipiniana,
174,262.52Se242c.3,,"Second Plenary Council of the Philippines ( January 20 - February 17, 1991) DECREES",1992,Filipiniana,
757,242B664sc.1,"H. Pinard de Boullaye, S.J.","SECOND RETREAT OF H PINARD DE LA BOULLAYE, S.J.",,SPIRITUALITY,
758,242B664sc.2,"H. Pinard de Boullaye, S.J.","SECOND RETREAT OF H PINARD DE LA BOULLAYE, S.J.",,SPIRITUALITY,
260,230Se255,"Dan Burstein, editor",Secrets of the Code: The Unauthorized Guide to the Mysteries Behind The Da Vinci Code,2004,THEOLOGY,
,,Silis Bergin PBVM,Sects or new religious movement  : Pastorasl challenge (2 copies),1986,BOOKLET,
259,248.3D393,"Anthony de Mello, S.J.",SEEK GOD EVERYWHERE : Reflection on the spiritual exercises of S.T Ignatius ,2010,SPIRITUALITY,
551,234.72B279,"William A. Barry, S.J",SEEK MY FACE: prayer as personal relationship in scripture,1991,Filipiniana,
33,253.5D851,"THOMAS DUBAY, S.M.",SEEKING SPIRITUAL DIRECTION: HOW TO GROW THE DIVINE LIFE WITHIN,1993,Filipiniana,
,,Ronald Rolheiser,SEEKING SPIRITUALITY : Guidelines for a christain spirituality for the twenty - first century,,BOOKLET,
622,248.3Sh191,William H. Shannon,SEEKING THE FACE OF GOD,1988,SPIRITUALITY,
61,841.4L133,"Stanley Appelbaum,editor",SELECTED FABLES : A DUAL BOOK LANGUAGE,1997,REFERENCE (Library 2),
82,El44,T.S. Eliot,SELECTED POEMS,1930-1964,FICTION,
28,821Se482,M.L. Rosenthal,SELECTED POEMS AND TWO PLAYS OF WILLIAM BUTLER YEATS,1962,REFERENCE (Library 2),
21,811M588,Thomas Merton,SELECTED POEMS BY THOMAS MERTON,1950,REFERENCE (Library 2),
249,282.092Se482,,SELECTED WRITINGS OF FATHER LEDOCHOWSKI: The american assistancy of the society of jesus,1945,SPIRITUALITY,
35,769.569599Al252,Reynaldo Gamboa Alejandro,SELYO: PHILIPPINE HISTORY IN POSTAGE STAMPS,2000,FILIPIANA (LIBRARY 2),
26,248.4Se599,,SENTIRE CON LA CHIESA',1980,SPECIAL COLLECTION,
58,226Se662,,SERENDIPITY: New Testament for Groups,1988,BIBLICAL STUDIES,
49,226.9H384c.1,"Herman Hendrickx, c.i.c.m.",SERMON ON THE MOUNT,1979,Filipiniana,
50,226.9H384c.2,"Herman Hendrickx, c.i.c.m.",SERMON ON THE MOUNT,1979,Filipiniana,
125,270.2Au456 Pt. 3 v.10,,SERMONS ( The Works of St. Augustine : a translation for the 21st century v.10 (341-400) on various subjects,1990,General Reference,
116,242B912,"Walter J. Burghardt, S.J.",Sermons on theology and life : ALL LOST IN WONDER,1960,THEOLOGY,
121,"270Au456 Pt3, v.7",,SERMONS:THE WORKS OF SAINT AUGUSTINE  ( 230-272B) on the liturgical seasons,1990,General Reference,
119,"270.2Au456 Pt.3, v.4",,SERMONS:THE WORKS OF SAINT AUGUSTINE v.4 (94A-147A) on the new testament,1990,General Reference,
120,"270Au456 Pt.3, v.6",,SERMONS:THE WORKS OF SAINT AUGUSTINE v.6 (184-229Z) on the liturgical seasons,1990,General Reference,
122,"270.2Au456 Pt 3, v. 8",,SERMONS:THE WORKS OF SAINT AUGUSTINE v.8 (273-305 A) on the saints,1990,General Reference,
123,"270.2Au456 Pt.3, v.9",,SERMONS:THE WORKS OF SAINT AUGUSTINE v.9 ( 306-340 A ) on the saints,1990,General Reference,
669,253R129,Karl Rahner,SERVANTS OF THE LORD,1968,SPIRITUALITY,
60,248.4 B912,"Walter J. Burghardt, S.J.",SEVEN HUNGERS OF THE HUMAN FAMILY,1976,THEOLOGY,
34,306.70835Sa971,"Kieran Sawyer, SSND",SEX AND THE TEENAGER: CHOICES AND DECISIONS,1984,REFERENCE (Library 2),
90,C286,Willa Cather,SHADOWS ON THE ROCK,1931,FICTION,
182,265.6H224,Bernard Haring,SHALOM : PEACE : the sacrament of reconciliation,n.d.,THEOLOGY,
81,"
248.3405 C333s",,SHARING EGNATIUS EXPERIENCE : Towards the ignatian Anniversaries 1990 - 1991,1990,PERIODICAL,
71,264.3609015D875,"Xavier Leon-Dufour, S.J.",Sharing the Eucharistic Bread: The Witness of the New Testament,1982,BIBLICAL STUDIES,
458,234.23D540a,"MATTHEW DI MARIA, CMF",SHORT MEDITATIONS ON SUNDAY READINGS CYCLE A,1995,Filipiniana,
459,234.23D540b,"MATTHEW DI MARIA, CMF",SHORT MEDITATIONS ON SUNDAY READINGS CYCLE B,1996,Filipiniana,
460,234.23D540c,"MATTHEW DI MARIA, CMF",SHORT MEDITATIONS ON SUNDAY READINGS CYCLE C,1995,Filipiniana,
35,201.5Ap22,William Apel,SIGNS OF PEACE : the interfaith letters of Thomas Merton,2006,THEOLOGY,
78,128.2C111,,SILENCE AND THE LIBERATION OF CONSCIOUSNESS,1985,FILIPIANA (LIBRARY 2),
15,242P615 c.1,Gerry Pierse CSsR,SILENCE INTO SERVICE,1991,Filipiniana,
16,242P615 c.2,Gerry Pierse CSsR,SILENCE INTO SERVICE,1991,Filipiniana,
17,242P615 c.3,Gerry Pierse CSsR,SILENCE INTO SERVICE,1991,Filipiniana,
18,242P615 c.4,Gerry Pierse CSsR,SILENCE INTO SERVICE,1991,Filipiniana,
405,248.2J641c.1,William Johnston,SILENT MUSIC : The Science of Meditation,1986,Filipiniana,
406,248.2J641c.2,William Johnston,SILENT MUSIC : The Science of Meditation,1986,Filipiniana,
226,248.4 Sa551,"Sanchez, Bo",Simplify and live the good life : how to be really wealthy in all areas of life,2001,Filipiniana,
627,158.1M451,"Gerald May, M.D.",SIMPLY SANE: The spirituality of mental health,1977,SPIRITUALITY,
183,241.3M137,"Patrick McCormick, C.M.",SIN AS ADDICTION,1989,THEOLOGY,
272,242.1G12,James Gaffney,Sin Reconsidered,1983,THEOLOGY,
894,223.9068M297,"George A. Maloney, S.J.",SINGER OF THE NEW SONGS,1985,SPIRITUALITY,
621,271.3T187,Judith Tate O.S.B.,SISTERS FOR THE WORLD,1966,SPIRITUALITY,
30,920.0599Si971,"Asuncion David Maramba,editor",SIX MODERN FILIPINO HEROES,1993,FILIPIANA (LIBRARY 2),
39,613Ir91,"Judy Irwig, Les Irwig, & Melissa Sweet",SMART HEALTH CHOICES HOW TO MAKE INFORMED HEALTH DECISIONS,1999,REFERENCE (Library 2),
717,373.78M831,"Joseph T. McGloin, S.J.",SMILE AT YOUR OWN RISK!,1959,SPIRITUALITY,
,,"Thomas H. Moore, S.J",So You Made A Retreat? ,1959,BOOKLET,
54,226H384,Herman Hendrickx,SOCIAL JUSTICE IN THE BIBLE,1985,Filipiniana,
175,782.1 In821c.1,,SOCIETAS IESU JUNGMANN SOCIETY (The International Jungmann Society for Jesuits and Liturgy 2024 congress ),2024,Filipiniana,
176,782.1 In821c.2,,SOCIETAS IESU JUNGMANN SOCIETY (The International Jungmann Society for Jesuits and Liturgy 2024 congress ),2024,Filipiniana,
154,271.53So135,,SOCIETATIS IESU CONSTITUTIONES ET EPITOME INSTITUTE,1949,SPECIAL COLLECTION,
152,271.53So135,,SOCIETATIS IESU CONSTITUTIONES ET EPITOME INSTITUTI,1949,SPECIAL COLLECTION,
732,241M296,"William J. Malley, S.J.",SOCRATES OF ATHENS :Exemplar for  christian educators,1989,SPIRITUALITY,
37,261.85So46,,SOLLICITUDO REI SOCIALIS : OF THE SUPREME PONTIFF JOHN PAUL II TO THE BISHOPS PRESTS RELIGIOUS FAMILIES SONS AND DAUGHTER OF THE CHURCH ANDALL PEOPLE OF GOOD WILL FOR THE TWENTIETH ANNIVERSARYOF POPURUM PROGRESSIO,,PAPAL COLLECTION,
115,248.3So521,,Some Notes on PRAYER,n.d.,Filipiniana,
362,248.29H656,"Raphael H. Hochhaus, S.J.",SOME NOTES TO FACILITATE THE PERSONAL STUDY OF THE SPIRITUAL EXERCISES OF SAINT IGNATIUS OF LOYOLA,,SPIRITUALITY,
154,248.3405 C333s,,SOME THEOLOGICAL ASPECTS OF IGNATIAN SPIRITUALITY,1985,PERIODICAL,
155,248.3405 C333s,,SOME THEOLOGICAL ASPECTS OF IGNATIAN SPIRITUALITY,1985,PERIODICAL,
326,271.97M891,Malcolm Muggeridge,SOMETHING BEAUTIFUL FOR GOD,1971,SPIRITUALITY,
396,282.09G114,Manuel G. Gabriel ,Sons of San Jose ( The Josefino Spirit : a profile ) A research Project in celebration of the 400th anniversary of San Jose Seminary,2002,Filipiniana,
66,882So66,"Michael Langham,editor",SOPHOCLES : OEDIPUS THE KING ,1972,REFERENCE (Library 2),
129,282.092B953,Katherine Burton,SORROW BUILT A BRIDGE: THE LIFE OF MOTHER ALPHONSA DAUGHTER OF NATHANIEL HAWTHORNE,1956,SPIRITUALITY,
525,200.0979473G569,Carl A. Goldamn,SOUL AND SILICON : Spirit in a High - Tech World,1992,SPIRITUALITY,
78,253.53l516,Kenneth Leech,SOUL FRIEND : A study of spirituality ,1977,SPIRITUALITY,
817,248.32D68,Catherine de Hueck Doherty,SOUL OF MY SOUL : Refletion from a life of prayer,1985,SPIRITUALITY,
509,232.91So842,,SOUNDINGS : Task force on social consciousness and ignataian spirituality,,SPIRITUALITY,
53,641.813So842,,SOUP,2012,GEN-REF2,
74,641.81So843,,SOUPS,1979,GEN-REF2,
193,264.02C472,"Fr. Anscar J. Chupungco, OSB",SOURCE AND SUMMIT : LITURGY AND SPIRITUALITY,2020,Filipiniana,
4,255M112,"Fr. Anscar J. Chupungco, OSB",SOURCE AND SUMMIT LITURGY AND SPIRITUALITY,2020,Filipiniana,
26,,C. Perez,SPANISH ONE : Libro De Ejercicious e español,1978,SPECIAL COLLECTION LIB 2,
324,242.2R710,Rev. Msgr. David E. Rosage,SPEAK LORD YOUR SERVANT IS LISTENING,n.d.,Filipiniana,
385,248.29T612,"Jules J. Toner, S.J.",SPIRIT OF LIGHT OR DARKNESS : A casebook for Studying Discernment of Spirits,1995,SPIRITUALITY,
9,245.6P346c.1,E. Allison Peers,SPIRITUAL CANTICLE,1961,SPIRITUALITY,
10,245.6P346c.2,E. Allison Peers,SPIRITUAL CANTICLE,1961,SPIRITUALITY,
850,248.4Sp485,,SPIRITUAL DIRECTION,,SPIRITUALITY,
977,253.5M558c.1,Thomas Merton,SPIRITUAL DIRECTION & MEDITATION,1960,SPIRITUALITY,
978,253.5M558c.2,Thomas Merton,SPIRITUAL DIRECTION & MEDITATION,1960,SPIRITUALITY,
383,248.482V286,"Francis W. Vanderwall, S.J",SPIRITUAL DIRECTION : An Invitation to Abundant Life,1981,SPIRITUALITY,
901,248.4C898,"Kevin G. Culligan, O.C.D.",SPIRITUAL DIRECTION : Contemporary readings,1983,SPIRITUALITY,
108,253.5M558,Thomas Merton,SPIRITUAL DIRECTION AND MEDITATION,1960,SPIRITUALITY,
592,248.4D856,"Alfred Ducharme, S.J.",SPIRITUAL DISCERNMENT AND COMMUNITY DELIBERAITON,1975,SPIRITUALITY,
55,261.7L694c.1,J.B Libanio,SPIRITUAL DISCERNMENT AND POLITICS : GUIDELINES FOR RELIGIOUS COMMUNITIES,1985,Filipiniana,
56,261.7L694c.2,J.B Libanio,SPIRITUAL DISCERNMENT AND POLITICS : GUIDELINES FOR RELIGIOUS COMMUNITIES,1985,Filipiniana,
333,248.3Sp485 ,,SPIRITUAL EXERCISES,,SPIRITUALITY,
604,248.3Sp485,,SPIRITUAL EXERCISES,,SPIRITUALITY,
805,248.3R129,"Karl Rahner, S.J",SPIRITUAL EXERCISES,1966,SPIRITUALITY,
806,248.3R129c.1,"Karl Rahner, S.J",SPIRITUAL EXERCISES,1965,SPIRITUALITY,
807,248.3R129c.2,"Karl Rahner, S.J",SPIRITUAL EXERCISES,1966,SPIRITUALITY,
437,248.3So891,St. Robert Southwell,SPIRITUAL EXERCISES AND DEVOTIONS,1931,SPIRITUALITY,
694,248.4G588,"T. Gonsalves, S.J.",SPIRITUAL EXERCISES FOR AN EIGHT DAYS RETREAT ,1950,SPIRITUALITY,
228,248.3Sp449c.1,,SPIRITUAL EXERCISES FOR OUR DAY ,1976,PERIODICAL,
,248.3Sp449c.2,,SPIRITUAL EXERCISES FOR OUR DAY (number of copies 2),1976,PERIODICAL LIB2 (Duplicate copies),
335,242Sp485,,SPIRITUAL EXERCISES OF ST. IGNATIUS,,SPIRITUALITY,
398,248.3D381,"Lewis Delmage, S.J.",SPIRITUAL EXERCISES OF ST. IGNATIUS LOYOLA,1968,SPIRITUALITY,
838,248.3F58,"Joseph A. Fitzmyer, S.J.",SPIRITUAL EXERCISES: Based on paul's epistle to the romans,1995,SPIRITUALITY,
443,248.22En361c.1,"John J. English, S.J",SPIRITUAL FREEDOM : From an experience of the ignatian exercises to the art of spiritual direction,1974,SPIRITUALITY,
444,248.22En361c.2,"John J. English, S.J",SPIRITUAL FREEDOM : From an experience of the ignatian exercises to the art of spiritual direction,1974,SPIRITUALITY,
653,248.22En361,"John J. English, S.J",SPIRITUAL FREEDOM : From an experience of the ignatian exercises to the art of spiritual direction,1995,SPIRITUALITY,
399,248.2C312,"J.P De Caussade, S.J.",SPIRITUAL LETTERS,1934,SPIRITUALITY,
539,242Sp485,,SPIRITUAL READINGS FOR YOUNG ADULTS,1960,SPIRITUALITY,
228,242.4Au55,"Jordan Aumann, O.P.",SPIRITUAL THEOLOGY,1982,Filipiniana,
678,248.07Sh436,Philip Sheldrake,SPIRITUALITY & HISTORY : Question of interpretation and method,1992,SPIRITUALITY,
162,248.05W364s,,SPIRITUALITY ACROSS BORDERS,2002,PERIODICAL,
590,266.001R273,Michael Collins Reilly,"Spirituality for mission : historical, theological, and cultural factors for a present-day missionary spirituality",1978,Filipiniana,
414,248So129,Jon Sobrino,SPIRITUALITY OF LIBERATION : Toward Political Holiness,1988,Filipiniana,
154,261.8Sp487,edited by Dennis Murphy,"Spirituality of social action : answers of christians in Asia to the question, ""why do you work with the poor ?""",1984,Filipiniana,
217,261.7Sp487,Cesar R. Ledesma & Ming Espero,"Spirituality, Integral Development, and Democracy",1997,Filipiniana,
